,wer,wer,cer,cer,time,time
,mean,std,mean,std,mean,std
model,,,,,,
basic,0.2339198709786945,0.17766322552372452,0.09562340881531253,0.07603884755727548,0.6263384342193603,0.11863837570851242
distilled,0.2339198709786945,0.17766322552372452,0.091077954269858,0.06825486658515326,0.16479287147521973,0.004633226517428123
turbo,0.7060805534334946,0.3011044679105225,0.26022687570285874,0.15856426931827636,0.16794092655181886,0.0044063084143117276
